1|7|80|170|90|165|82
2|7|13|170|90|165|82
3|7|15|170|90|165|82
4|7|16|170|90|165|82
5|7|71|170|90|165|82
6|7|35|170|90|165|82
7|7|123|170|90|165|82
8|7|104|170|90|165|82
9|7|41|200|100|195|97
10|7|43|200|100|195|97
11|7|68|200|100|195|97
12|7|89|200|100|195|97
13|7|79|200|100|195|97
14|7|4|200|100|195|97
15|7|1|200|100|195|97
16|7|28|240|120|237|118
17|7|27|240|120|237|118
18|7|56|240|120|237|118
19|7|11|240|120|237|118
20|7|59|240|120|237|118
21|7|129|200|100|195|97
22|7|49|200|100|195|97
23|7|120|200|100|195|97
24|7|26|200|100|195|97
25|7|9|200|100|195|97
26|7|22|170|90|165|82
27|7|85|200|100|195|97
28|7|31|200|100|195|97
29|7|52|200|100|195|97
30|7|136|200|100|195|97
31|7|137|240|120|237|118
32|7|64|240|120|237|118
33|7|65|240|120|237|118
34|7|63|240|120|237|118
35|7|99|240|120|237|118
36|7|93|240|120|237|118
37|7|67|240|120|237|118
38|7|113|240|120|237|118
39|7|62|240|120|237|118
40|7|124|280|140|278|139
41|7|23|280|140|278|139
42|7|94|240|120|237|118
43|7|95|240|120|237|118
44|7|119|240|120|237|118
45|7|38|200|100|195|97
46|7|127|170|90|165|82
47|7|128|170|90|165|82
48|7|14|170|90|165|82
49|7|90|170|90|165|82
50|7|6|170|90|165|82
51|7|53|170|90|165|82
52|7|105|170|90|165|82
53|7|34|200|100|195|97
54|7|108|200|100|195|97
55|7|83|200|100|195|97
56|7|112|200|100|195|97
57|7|116|200|100|195|97
58|7|33|200|100|195|97
59|7|140|200|100|195|97
60|7|117|240|120|237|118
61|7|19|240|120|237|118
62|7|96|240|120|237|118
63|7|92|240|120|237|118
64|7|25|240|120|237|118
65|7|76|240|120|237|118
66|7|143|200|100|195|97
67|7|29|200|100|195|97
68|7|10|200|100|195|97
69|7|46|200|100|195|97
70|7|77|200|100|195|97
71|7|133|200|100|195|97
72|7|39|200|100|195|97
73|7|87|200|100|195|97
74|7|126|240|120|237|118
75|7|97|240|120|237|118
76|7|30|240|120|237|118
77|7|17|240|120|237|118
78|7|125|240|120|237|118
79|7|40|280|140|278|139
80|7|130|280|140|278|139
81|7|109|280|140|278|139
82|7|101|280|140|278|139
83|7|36|240|120|237|118
84|7|3|200|100|195|97
85|7|122|200|100|195|97
86|7|100|200|100|195|97
87|7|74|200|100|195|97
88|7|106|200|100|195|97
89|7|135|200|100|195|97
90|7|60|200|100|195|97
91|7|103|200|100|195|97
92|7|2|200|100|195|97
93|7|107|200|100|195|97
94|7|131|240|120|237|118
95|7|139|240|120|237|118
96|7|138|240|120|237|118
97|7|142|280|140|278|139
98|7|82|280|140|278|139
99|7|81|280|140|278|139
100|7|118|280|140|278|139
101|7|115|240|120|237|118
102|7|51|240|120|237|118
103|7|73|240|120|237|118
104|7|32|240|120|237|118
105|7|111|240|120|237|118
106|7|50|240|120|237|118
107|7|18|200|100|195|97
108|7|12|200|100|195|97
109|7|47|200|100|195|97
110|7|91|200|100|195|97
111|7|55|200|100|195|97
112|7|134|200|100|195|97
113|7|44|200|100|195|97
114|7|66|200|100|195|97
115|7|84|200|100|195|97
116|7|88|240|120|237|118
117|7|78|240|120|237|118
118|7|61|240|120|237|118
119|7|110|200|100|195|97
120|7|69|200|100|195|97
121|7|70|200|100|195|97
122|7|42|200|100|195|97
123|7|72|200|100|195|97
124|7|45|200|100|195|97
125|7|24|240|120|237|118
126|7|132|240|120|237|118
127|7|57|240|120|237|118
128|7|58|240|120|237|118
129|7|8|200|100|195|97
130|7|141|200|100|195|97
131|7|86|200|100|195|97
132|7|121|240|120|237|118
133|7|54|240|120|237|118
134|7|98|240|120|237|118
135|7|20|240|120|237|118
136|7|21|240|120|237|118
137|7|48|240|120|237|118
138|7|5|240|120|237|118
139|7|75|240|120|237|118
140|7|102|240|120|237|118
141|7|114|240|120|237|118
142|7|37|240|120|237|118
143|80|13|170|90|165|82
144|80|15|170|90|165|82
145|80|16|170|90|165|82
146|80|71|170|90|165|82
147|80|35|170|90|165|82
148|80|123|170|90|165|82
149|80|104|170|90|165|82
150|80|41|170|90|165|82
151|80|43|200|100|195|97
152|80|68|200|100|195|97
153|80|89|200|100|195|97
154|80|79|200|100|195|97
155|80|4|200|100|195|97
156|80|1|200|100|195|97
157|80|28|200|100|195|97
158|80|27|200|100|195|97
159|80|56|240|120|237|118
160|80|11|240|120|237|118
161|80|59|240|120|237|118
162|80|129|200|100|195|97
163|80|49|200|100|195|97
164|80|120|200|100|195|97
165|80|26|200|100|195|97
166|80|9|170|90|165|82
167|80|22|170|90|165|82
168|80|85|170|90|165|82
169|80|31|200|100|195|97
170|80|52|200|100|195|97
171|80|136|200|100|195|97
172|80|137|200|100|195|97
173|80|64|240|120|237|118
174|80|65|240|120|237|118
175|80|63|240|120|237|118
176|80|99|240|120|237|118
177|80|93|240|120|237|118
178|80|67|240|120|237|118
179|80|113|240|120|237|118
180|80|62|240|120|237|118
181|80|124|240|120|237|118
182|80|23|280|140|278|139
183|80|94|240|120|237|118
184|80|95|240|120|237|118
185|80|119|240|120|237|118
186|80|38|200|100|195|97
187|80|127|170|90|165|82
188|80|128|170|90|165|82
189|80|14|170|90|165|82
190|80|90|170|90|165|82
191|80|6|170|90|165|82
192|80|53|170|90|165|82
193|80|105|170|90|165|82
194|80|34|170|90|165|82
195|80|108|170|90|165|82
196|80|83|200|100|195|97
197|80|112|200|100|195|97
198|80|116|200|100|195|97
199|80|33|200|100|195|97
200|80|140|200|100|195|97
201|80|117|240|120|237|118
202|80|19|240|120|237|118
203|80|96|240|120|237|118
204|80|92|240|120|237|118
205|80|25|240|120|237|118
206|80|76|240|120|237|118
207|80|143|200|100|195|97
208|80|29|200|100|195|97
209|80|10|200|100|195|97
210|80|46|200|100|195|97
211|80|77|170|90|165|82
212|80|133|200|100|195|97
213|80|39|200|100|195|97
214|80|87|200|100|195|97
215|80|126|200|100|195|97
216|80|97|240|120|237|118
217|80|30|240|120|237|118
218|80|17|240|120|237|118
219|80|125|240|120|237|118
220|80|40|240|120|237|118
221|80|130|280|140|278|139
222|80|109|280|140|278|139
223|80|101|280|140|278|139
224|80|36|240|120|237|118
225|80|3|200|100|195|97
226|80|122|200|100|195|97
227|80|100|200|100|195|97
228|80|74|200|100|195|97
229|80|106|200|100|195|97
230|80|135|200|100|195|97
231|80|60|170|90|165|82
232|80|103|170|90|165|82
233|80|2|200|100|195|97
234|80|107|200|100|195|97
235|80|131|240|120|237|118
236|80|139|240|120|237|118
237|80|138|240|120|237|118
238|80|142|280|140|278|139
239|80|82|280|140|278|139
240|80|81|280|140|278|139
241|80|118|240|120|237|118
242|80|115|240|120|237|118
243|80|51|240|120|237|118
244|80|73|240|120|237|118
245|80|32|240|120|237|118
246|80|111|240|120|237|118
247|80|50|200|100|195|97
248|80|18|200|100|195|97
249|80|12|200|100|195|97
250|80|47|200|100|195|97
251|80|91|200|100|195|97
252|80|55|200|100|195|97
253|80|134|200|100|195|97
254|80|44|200|100|195|97
255|80|66|200|100|195|97
256|80|84|200|100|195|97
